text,category
Pantaloons Books pe gaya using phonepe,Shopping
Groceries monthly Local Dhaba in Hyderabad for hostel,Food
SpiceJet Flight Ticket ke liye payment using gpay for hostel yesterday,Travel
Pizza Hut Breakfast liya using debit card,Food
Local Dhaba Pizza ke liye payment exam week,Food
Jacket bought Nykaa using paytm weekend,Shopping
Puma Lipstick pe gaya using credit card,Shopping
Fastag Taxi monthly payment using gpay for family yesterday,Travel
Jio Water Bill diya with friends,Bills
Bus Ticket booking uberr using debit card,Travel
Samsung Store Jacket diya,Shopping
Room Hostel Fee bhar diya using upi,Rent
Yatra Cab order kiya in Pune,Travel
Fastag Fastag Recharge bharwaya in Jaipur for family,Travel
Hostel Security Deposit se mangaya in Agra birthday evening,Rent
Insurance shopping Excitel using cash urgent purchase month end,Bills
Hostel Mess Pizza bharwaya weekend evening,Food
Security Deposit purchased Room in Noida with friends,Rent
Akasa Petrol diya,Travel
Diesel shopping Air India using upi in Pune birthday,Travel
Chole Bhature today Bikanervala using gpay,Food
Pasta at Chaayos using debit card in Noida urgent purchase,Food
Nike Face Wash liya in Lucknow,Shopping
Earbuds food Ajio in Noida during vacation,Shopping
Notebook Local Market month end,Shopping
Flipkart Backpack se mangaya in Mumbai during trip,Shopping
Broadband Credit Card Bill diya in Bangalore exam week month end,Bills
Toll Tax at Yatra using credit card for office,Travel
Tata Cliq Mouse diya,Shopping
Water Department Credit Card Bill monthly payment using debit card for hostel weekend,Bills
ACT Fiber Electricity Bill kharida for family,Bills
Evening Snacks bill KFC using credit card,Food
Behrouz Pav Bhaji book ki,Food
Burger food Wow Momo,Food
College Canteen Shawarma se mangaya exam week,Food
Oven Story Dal Rice order kiya using paytm weekend,Food
Ice Cream paid for Spencer using gpay in Delhi hostel life,Food
Biscuits via Spencer using upi exam week,Food
T Shirt shopping Reliance Digital evening,Shopping
Pav Bhaji weekly Chaayos for office,Food
Shoes shopping Pantaloons month end,Shopping
Fruits booking College Canteen using paytm,Food
Petrol Pump Parking liya in Hyderabad evening,Travel
Concert food Disney Hotstar using credit card in Agra weekend,Entertainment
FireBoltt Headphones monthly payment using cash for family,Shopping
Movie Ticket JioCinema using phonepe,Entertainment
Mi Store Bottle pe gaya in Pune today,Shopping
Broadband Gas Bill pe khaya,Bills
Theobroma Rajma Chawal bharwaya using upi for hostel,Food
Poha today Pizza Hut evening,Food
Hostel Fee recharge Society using debit card with friends,Rent
Fruits yesterday Zepto in Jaipur yesterday,Food
Swiggy Evening Snacks pe khaya using gpay,Food
Gaming this month BookMyShow,Entertainment
Electricity Board Recharge diya using phonepe with friends afternoon,Bills
Flat PG Rent bharwaya hostel life,Rent
Shawarma from Local Dhaba using debit card birthday,Food
Samsung Store Makeup Kit ka payment in Agra,Shopping
Wow Momo Dinner se mangaya yesterday,Food
Cold Coffee order Subway in Jaipur weekend,Food
netflix Cricket Match monthly payment using debit card,Entertainment
Metro Ticket monthly AbhiBus in Agra late night,Travel
Poha recharge Blinkit in Mumbai for family,Food
USB Cable via Mi Store using upi,Shopping
Epic Games Gaming monthly payment using debit card hostel life afternoon,Entertainment
INOX Movie bhar diya in Hyderabad,Entertainment
Diesel shopping Indigo in Pune urgent purchase,Travel
Cab payment Petrol Pump in Lucknow exam week,Travel
Gas Agency Water Bill liya,Bills
Maintenance from Society using debit card,Rent
Epic Games Movie kharida using gpay,Entertainment
OnePlus Store Phone Charger se liya morning,Shopping
Power Bank bought Decathlon using upi birthday,Shopping
Pizza this week Theobroma evening,Food
Music recharge PVR using cash for family,Entertainment
Goibibo Petrol kharida using paytm in Delhi,Travel
Room Rent booking Hostel,Rent
KFC Chole Bhature bhar diya in Delhi for hostel,Food
Metro Metro Ticket kharida using phonepe during vacation afternoon,Travel
Haldirams Groceries se mangaya in Delhi with friends,Food
BSNL Electricity Bill kharida using debit card in Hyderabad,Bills
Roll order Restaurant weekend,Food
Society PG Rent mangaya using cash in Mumbai during vacation,Rent
Flight Ticket purchase Metro in Hyderabad daily expense weekend,Travel
Shoppers Stop Perfume mangaya,Shopping
Airtel Electricity Bill monthly payment using debit card in Jaipur,Bills
Haldirams Pav Bhaji pe gaya in Hyderabad after class evening,Food
Hoodie this month Meesho hostel life yesterday,Shopping
Xbox IPL Ticket monthly payment,Entertainment
Parking Flight Ticket se liya for college night,Travel
Milk from Theobroma using phonepe,Food
Spencer Snacks pe gaya monthly,Food
Diesel shopping IRCTC using phonepe with friends yesterday,Travel
Xbox Movie bhar diya,Entertainment
Hostel Fee monthly Hostel using credit card in Jaipur birthday evening,Rent
Indigo Fastag Recharge order kiya festival shopping evening,Travel
Books bought Lifestyle in Agra,Shopping
Laptop using amazon in Noida late night,Shopping
Face Wash payment Local Market during vacation,Shopping
Local Dhaba Bread se mangaya during trip yesterday,Food
Water Bill shopping Electricity Board after class,Bills
SpiceJet Diesel monthly payment using phonepe,Travel
Bus Ticket expense Fastag using upi,Travel
Tata Cliq Watch pe khaya in Noida afternoon,Shopping
PG Maintenance ke liye payment,Rent
Shoes purchase Bata using upi for office,Shopping
Fruits bought Haldirams using paytm in Pune today,Food
PG Rent payment Room during trip morning,Rent
Movie Ticket paid for PVR using credit card afternoon,Entertainment
Myntra Notebook ka bill using phonepe during vacation,Shopping
Saree weekly Amazon,Shopping
Cricket Match payment Disney Hotstar for family,Entertainment
Fastag Recharge bought Akasa using phonepe for hostel yesterday,Travel
Shampoo bought FireBoltt,Shopping
Prime Video Arcade se liya in Pune for family,Entertainment
PlayStation Store Movie Ticket pe gaya during trip,Entertainment
Taxi monthly AbhiBus evening,Travel
Wallet purchased Shoppers Stop in Hyderabad,Shopping
Lassi payment Cafe using debit card weekend today,Food
Laptop at Noise using gpay in Pune,Shopping
Apartment Flat Rent se mangaya in Lucknow today,Rent
Water Department Credit Card Bill liya using credit card in Delhi late night afternoon,Bills
Gas Bill via Electricity Board,Bills
Xbox Concert diya weekend morning,Entertainment
Air India Parking kharida,Travel
Flat Rent payment PG using phonepe,Rent
Vi EMI mangaya in Noida,Bills
Dinner shopping Zomato in Delhi for office,Food
PG Room Rent book ki in Mumbai for family today,Rent
Lunch Box bought Reliance Digital using phonepe in Noida,Shopping
Reebok Wallet mangaya using upi hostel life,Shopping
Broadband Bill paid for ICICI evening,Bills
Paratha food Swiggy,Food
Petrol order Indigo,Travel
Water Bill today ICICI,Bills
Nykaa Perfume mangaya in Bangalore month end,Shopping
T Shirt subscription Tata Cliq using upi in Delhi for family today,Shopping
Akasa Petrol ka payment using gpay weekend,Travel
Makeup Kit purchased Metro Shoes during trip,Shopping
Kurti bought Samsung Store using debit card,Shopping
Lipstick expense Nike,Shopping
Subscription via JioCinema using paytm morning,Entertainment
Ola Bus Ticket kharida in Pune late night,Travel
Rapido Petrol pe khaya morning,Travel
IRCTC Toll Tax bhar diya in Delhi daily expense,Travel
Petrol purchased Rapido for college afternoon,Travel
Mi Store Jeans monthly payment using gpay hostel life,Shopping
Broadband Gas Bill se mangaya,Bills
McDonalds Burger ka payment using gpay,Food
PG Rent from Society in Jaipur,Rent
Biryani from Chaayos using phonepe in Bangalore after class weekend,Food
Cab via Air India in Delhi hostel life,Travel
Security Deposit paid for PG in Bangalore,Rent
JioCinema Movie mangaya month end,Entertainment
Toll Tax using Fastag in Delhi,Travel
Diesel booking Goibibo in Bangalore,Travel
Goibibo Cab ka bill using upi,Travel
Paneer payment Theobroma in Noida late night,Food
Concert bill Spotify using cash,Entertainment
Pizza Hut Evening Snacks pe gaya for family,Food
Earbuds payment Westside using gpay in Noida for family afternoon,Shopping
Bowling via Netflix exam week,Entertainment
Water Bill booking ACT Fiber morning,Bills
Indigo Toll Tax se liya daily expense yesterday,Travel
Broadband Electricity Bill se liya in Agra with friends,Bills
Bottle FireBoltt for family,Shopping
Jeans bill Ajio in Mumbai for college evening,Shopping
Gift monthly Metro Shoes using debit card in Mumbai for family,Shopping
Diesel from Yatra,Travel
Spencer Noodles diya using credit card during vacation,Food
INOX Gaming se mangaya,Entertainment
Behrouz Idli pe gaya using paytm festival shopping weekend,Food
Momos expense Oven Story in Delhi,Food
Epic Games Concert kharida for family month end,Entertainment
ICICI EMI liya,Bills
Insurance subscription Airtel for office,Bills
Hostel Fee recharge Society in Lucknow for hostel,Rent
Paneer subscription Cafe,Food
Hostel Mess Snacks bharwaya in Agra today,Food
Rapido Flight Ticket se liya using phonepe yesterday,Travel
Barista Biryani recharge kiya using cash evening,Food
Metro Shoes Books se liya using phonepe in Lucknow,Shopping
Breakfast shopping Box8 using debit card evening today,Food
INOX Movie Ticket pe khaya during vacation morning,Entertainment
Diesel order RedBus using upi today,Travel
Parking booking Parking,Travel
Parking Cab recharge kiya in Mumbai daily expense,Travel
Tempered Glass via Nykaa Fashion using debit card,Shopping
Gas Agency Electricity Bill diya,Bills
PG Rent this week Room,Rent
Paratha using Box8 evening yesterday,Food
Kurti shopping Amzn using debit card in Delhi,Shopping
Wallet payment Pantaloons using cash after class,Shopping
Movie recharge Prime Video using credit card,Entertainment
Headphones weekly Croma,Shopping
Parking Auto pe khaya with friends morning,Travel
Blue Tokai Tea kharida in Hyderabad during vacation,Food
Recharge payment Gas Agency using cash exam week,Bills
Credit Card Bill weekly Water Department birthday yesterday,Bills
Subscription from Epic Games using credit card in Bangalore night,Entertainment
uber Bus Ticket bhar diya in Jaipur daily expense,Travel
SBI Broadband Bill monthly payment in Mumbai morning,Bills
Rapido Toll Tax monthly payment using debit card in Pune,Travel
PlayStation Store Gaming bharwaya using phonepe yesterday,Entertainment
Phone Cover at Nike using credit card in Bangalore for family evening,Shopping
Poha paid for Zomotoo using credit card during vacation yesterday,Food
Idli from Box8 using upi yesterday,Food
Auto food RedBus night,Travel
Society Maintenance order kiya using paytm evening,Rent
Metro Ticket at uber using phonepe in Agra,Travel
Music monthly PlayStation Store using cash in Hyderabad,Entertainment
Breakfast recharge Wow Momo using debit card evening yesterday,Food
Behrouz Pizza monthly payment in Hyderabad urgent purchase,Food
Tempered Glass expense Pantaloons in Hyderabad,Shopping
Makeup Kit shopping Metro Shoes in Pune exam week,Shopping
Petrol Yatra today,Travel
Hostel PG Rent bhar diya using gpay in Delhi,Rent
Pizza bill Haldirams using cash morning,Food
Momos bill More Supermarket for office,Food
USB Cable this week Noise using credit card for college,Shopping
Blinkit Evening Snacks bharwaya,Food
EMI paid for Jio in Noida urgent purchase,Bills
Metro Bus Ticket bhar diya using credit card in Agra,Travel
Monitor bill Flipkart using phonepe for college,Shopping
Music weekly JioCinema in Pune,Entertainment
Credit Card Bill booking airtell,Bills
EatFit Poha bhar diya in Bangalore daily expense,Food
Pen order Nykaa evening,Shopping
JioCinema Movie Ticket diya using upi weekend,Entertainment
Broadband Gas Bill mangaya urgent purchase,Bills
Lunch Box payment Samsung Store in Jaipur,Shopping
Milk bought Subway using phonepe during trip,Food
Shoppers Stop Monitor mangaya afternoon,Shopping
RedBus Cab order kiya in Jaipur,Travel
Insurance paid for Reliance Jio using debit card in Jaipur evening,Bills
Dal Rice booking JioMart using cash in Agra festival shopping,Food
BookMyShow Movie se mangaya using upi evening,Entertainment
Subway Chole Bhature mangaya during vacation,Food
Metro Ticket via Rapido using credit card festival shopping,Travel
Chocolate expense Burger Singh,Food
Mess Juice order kiya afternoon,Food
Nykaa Bottle diya,Shopping
Flat Rent weekly Hostel using gpay,Rent
House Rent order House for office,Rent
Gas Bill using ICICI using paytm night,Bills
Bowling bill BookMyShow using credit card urgent purchase,Entertainment
Vegetables from Cafe using phonepe morning,Food
Parking Train Ticket liya,Travel
Epic Games Gaming se mangaya using phonepe in Agra,Entertainment
Pantaloons Phone Cover ke liye payment using credit card late night,Shopping
Barista Paneer se liya,Food
Hostel Maintenance monthly payment,Rent
Fastag Recharge using Akasa in Pune hostel life,Travel
Rapido Metro Ticket kharida using credit card,Travel
Speaker purchase Adidas using debit card for family,Shopping
Laptop expense Myntra during trip,Shopping
Phone Cover today Bata birthday night,Shopping
Pantaloons Keyboard diya using phonepe,Shopping
Mi Store Bottle se liya using paytm monthly,Shopping
Nike Speaker se mangaya,Shopping
Perfume shopping Nike in Noida,Shopping
Cold Coffee recharge KFC using credit card during trip yesterday,Food
Petrol subscription Goibibo using credit card,Travel
PlayStation Store Movie pe khaya using phonepe,Entertainment
MakeMyTrip Flight Ticket ke liye payment for hostel,Travel
Boat Hoodie bharwaya using phonepe,Shopping
Lifestyle Tempered Glass ke liye payment in Bangalore,Shopping
Rajma Chawal at Reliance Fresh night,Food
Haldirams Sandwich pe khaya using cash in Hyderabad evening,Food
Max Fashion Pen book ki hostel life,Shopping
Hostel Maintenance se mangaya,Rent
Cricket Match weekly Xbox evening,Entertainment
Smoothie paid for Zepto using cash,Food
Subscription expense PlayStation Store in Mumbai,Entertainment
Shawarma food Oven Story night,Food
Credit Card Bill purchased SBI using cash monthly,Bills
Toll Tax food Air India weekend,Travel
Diesel using Air India using gpay weekend,Travel
Speaker this week Woodland using paytm afternoon,Shopping
Bata Pen pe gaya hostel life,Shopping
Zepto Lassi bhar diya in Agra with friends,Food
MakeMyTrip Bus Ticket se liya using gpay in Delhi for hostel month end,Travel
Gift bought Noise during trip,Shopping
ACT Fiber Electricity Bill se mangaya,Bills
More Supermarket Poha liya using upi for hostel month end,Food
Room Flat Rent pe gaya in Delhi,Rent
